Region,Date,Rainfall Deficit,SPI,SPEI,Drought Risk
Anuradapura AdministrativeArea1,2000-10-11,191.8586179,-0.056809726,-0.191316726,Moderate Risk
Anuradapura AdministrativeArea4,2000-10-12,126.8495791,2.47155127,0.402646707,High Risk
Anuradapura AdministrativeArea2,2000-10-13,271.786702,-0.360173432,-1.375753881,Moderate Risk
Anuradapura AdministrativeArea2,2000-10-14,183.3211479,-0.101317122,-0.268582408,Moderate Risk
Anuradapura AdministrativeArea4,2000-10-15,196.9734771,0.86948757,0.265201868,Low Risk
Anuradapura AdministrativeArea1,2000-10-16,286.4054528,-1.571149279,0.041001834,High Risk
Anuradapura AdministrativeArea4,2000-10-17,241.0427567,2.00973005,0.298204312,High Risk
Anuradapura AdministrativeArea1,2000-10-18,159.5683165,1.506363986,0.64959307,High Risk
Anuradapura AdministrativeArea1,2000-10-19,169.2199037,1.862086432,-0.482509323,Moderate Risk
Anuradapura AdministrativeArea1,2000-10-20,211.9809671,0.547792898,-1.745457033,High Risk
Anuradapura AdministrativeArea1,2000-10-21,100.0498042,1.918739806,-1.777774871,High Risk
Anuradapura AdministrativeArea1,2000-10-22,72.16271012,0.899862436,1.434858588,Low Risk
Anuradapura AdministrativeArea4,2000-10-23,127.809129,0.057804499,0.709676867,Low Risk
Anuradapura AdministrativeArea4,2000-10-24,244.5956995,2.15895402,1.05673873,High Risk
Anuradapura AdministrativeArea2,2000-10-25,114.3309497,-0.301401156,1.71521848,Moderate Risk
Anuradapura AdministrativeArea1,2000-10-26,82.68980008,0.002849277,1.002177613,Low Risk
Anuradapura AdministrativeArea4,2000-10-27,104.7556496,-1.652281346,0.769205074,High Risk
Anuradapura AdministrativeArea4,2000-10-28,219.743228,2.238295049,0.623034156,High Risk
Anuradapura AdministrativeArea1,2000-10-29,203.4870142,-1.394735958,-0.965706461,Moderate Risk
Anuradapura AdministrativeArea1,2000-10-30,222.0787493,-1.492920379,1.829176287,Moderate Risk
Anuradapura AdministrativeArea4,2000-10-31,130.4895307,-1.994026979,0.168177232,High Risk
Anuradapura AdministrativeArea1,2000-11-01,275.2140317,-0.233202744,-1.111704422,Moderate Risk
Anuradapura AdministrativeArea3,2000-11-02,162.9425893,-1.131927251,-1.160695156,Moderate Risk
Anuradapura AdministrativeArea4,2000-11-03,178.428258,1.203905003,1.261063646,Low Risk
Anuradapura AdministrativeArea2,2000-11-04,287.201994,-0.962391899,-0.999165594,Moderate Risk
Anuradapura AdministrativeArea1,2000-11-05,294.819317,1.103851309,-1.834294408,High Risk
Anuradapura AdministrativeArea3,2000-11-06,215.3856815,-1.520194586,-0.286350909,Moderate Risk
Anuradapura AdministrativeArea2,2000-11-07,286.2032981,-1.350170783,1.269401819,Moderate Risk
Anuradapura AdministrativeArea2,2000-11-08,185.3768466,1.530870802,-0.342241435,Moderate Risk
Anuradapura AdministrativeArea2,2000-11-09,126.8207364,-0.64453224,1.21419031,Moderate Risk
Anuradapura AdministrativeArea1,2000-11-10,128.773214,-1.941130122,1.308843903,High Risk
Anuradapura AdministrativeArea2,2000-11-11,189.7351475,2.307019025,1.430828651,High Risk
Anuradapura AdministrativeArea4,2000-11-12,201.2590302,-1.613039218,0.355599363,High Risk
Anuradapura AdministrativeArea4,2000-11-13,159.9042675,-1.749014407,0.797883081,High Risk
Anuradapura AdministrativeArea1,2000-11-14,270.9428709,-0.708089683,-0.952563757,Moderate Risk
Anuradapura AdministrativeArea1,2000-11-15,156.6740297,-2.021831154,-1.601208228,High Risk
Anuradapura AdministrativeArea2,2000-11-16,118.3559117,-1.72191812,0.131122097,High Risk
Anuradapura AdministrativeArea1,2000-11-17,51.99546959,1.732222988,-1.95767243,High Risk
Anuradapura AdministrativeArea4,2000-11-18,292.6423195,-1.642465721,-0.137048596,Moderate Risk
Anuradapura AdministrativeArea4,2000-11-19,256.0783208,-1.942865932,-1.59162552,High Risk
Anuradapura AdministrativeArea4,2000-11-20,203.8898962,1.899787684,-1.566318801,High Risk
Anuradapura AdministrativeArea1,2000-11-21,257.6355635,-0.281017459,1.483133664,Moderate Risk
Anuradapura AdministrativeArea4,2000-11-22,252.5723076,-1.714185293,0.562072769,High Risk
Anuradapura AdministrativeArea1,2000-11-23,282.9626951,0.407587153,0.580937195,Low Risk
Anuradapura AdministrativeArea3,2000-11-24,146.5169208,-2.292470801,-0.382093298,Moderate Risk
Anuradapura AdministrativeArea2,2000-11-25,188.7130605,-0.363087227,-0.346982704,Moderate Risk
Anuradapura AdministrativeArea3,2000-11-26,74.65700593,0.451569132,-0.787569229,Moderate Risk
Anuradapura AdministrativeArea4,2000-11-27,291.3288564,2.285600151,-0.262565867,Moderate Risk
Anuradapura AdministrativeArea2,2000-11-28,296.2817673,-0.867676181,0.348500246,Moderate Risk
Anuradapura AdministrativeArea4,2000-11-29,247.271062,1.325255483,-1.253643769,Moderate Risk
Anuradapura AdministrativeArea4,2000-11-30,163.5302458,-1.83650093,-0.953266212,Moderate Risk
Anuradapura AdministrativeArea3,2000-12-01,174.1416877,-0.33208825,-0.020984255,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-02,158.8417332,-1.384326351,-0.460878792,Moderate Risk
Anuradapura AdministrativeArea2,2000-12-03,123.3276591,-0.037660821,1.277946054,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-04,181.9478514,-0.413840706,1.286748108,Moderate Risk
Anuradapura AdministrativeArea2,2000-12-05,63.36126738,2.39892525,-0.656031837,Moderate Risk
Anuradapura AdministrativeArea3,2000-12-06,297.9717655,2.08748999,-0.19681888,Moderate Risk
Anuradapura AdministrativeArea1,2000-12-07,156.0125338,0.411029498,1.906349992,High Risk
Anuradapura AdministrativeArea4,2000-12-08,281.841646,-1.61745111,1.309904333,High Risk
Anuradapura AdministrativeArea3,2000-12-09,231.0678652,0.284784957,-1.137358334,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-10,122.4857292,1.460411392,-0.879084091,Moderate Risk
Anuradapura AdministrativeArea2,2000-12-11,105.5131545,-2.30986444,-1.666078647,High Risk
Anuradapura AdministrativeArea4,2000-12-12,298.9188584,-0.329853257,0.71129257,Moderate Risk
Anuradapura AdministrativeArea1,2000-12-13,243.0315888,-2.286765426,-0.7324188,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-14,112.4153685,-1.280210312,0.146380748,Moderate Risk
Anuradapura AdministrativeArea1,2000-12-15,66.86126204,-2.039426702,1.072569128,High Risk
Anuradapura AdministrativeArea1,2000-12-16,224.2291363,2.302891411,1.34414027,High Risk
Anuradapura AdministrativeArea4,2000-12-17,125.7541142,-1.655856736,-0.698542624,Moderate Risk
Anuradapura AdministrativeArea3,2000-12-18,105.3327032,-1.749480588,-1.051012252,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-19,233.7343538,2.360274832,1.39414549,High Risk
Anuradapura AdministrativeArea1,2000-12-20,219.8153307,0.079836452,-0.474916754,Moderate Risk
Anuradapura AdministrativeArea3,2000-12-21,170.3531687,1.289925157,1.287992562,Low Risk
Anuradapura AdministrativeArea1,2000-12-22,285.6639832,-0.863426744,-1.400947397,Moderate Risk
Anuradapura AdministrativeArea1,2000-12-23,219.9095915,0.16430353,1.647637642,High Risk
Anuradapura AdministrativeArea4,2000-12-24,273.3548902,-2.46573144,-0.067497371,Moderate Risk
Anuradapura AdministrativeArea2,2000-12-25,97.63823559,-0.455907643,-1.31946644,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-26,124.1614775,0.275448932,0.140272601,Low Risk
Anuradapura AdministrativeArea2,2000-12-27,76.13003342,0.072050817,1.480063928,Low Risk
Anuradapura AdministrativeArea2,2000-12-28,126.1449995,-0.470901564,-0.442699725,Moderate Risk
Anuradapura AdministrativeArea4,2000-12-29,292.9445823,1.439538319,-1.287753972,Moderate Risk
Anuradapura AdministrativeArea2,2000-12-30,290.7140615,0.008204133,0.306224661,Low Risk
Anuradapura AdministrativeArea1,2000-12-31,240.0965886,0.680602618,1.337868446,Low Risk
Anuradapura AdministrativeArea3,2001-01-01,180.2620657,-1.576894342,-1.514584896,High Risk
Anuradapura AdministrativeArea4,2001-01-02,245.1949497,1.807500482,-1.834366769,High Risk
Anuradapura AdministrativeArea2,2001-01-03,188.3717378,-0.685819091,-1.774826026,Moderate Risk
Anuradapura AdministrativeArea1,2001-01-04,50.87712617,-0.089481833,-1.078045121,Moderate Risk
Anuradapura AdministrativeArea3,2001-01-05,175.3867685,-0.739026101,-1.970791995,Moderate Risk
Anuradapura AdministrativeArea2,2001-01-06,199.7308615,1.95953588,-0.285308922,Moderate Risk
Anuradapura AdministrativeArea2,2001-01-07,116.4370894,2.003700735,0.790997816,High Risk
Anuradapura AdministrativeArea1,2001-01-08,100.8233911,-1.378578277,0.841832757,Moderate Risk
Anuradapura AdministrativeArea3,2001-01-09,118.4522737,1.263572779,0.546846093,Low Risk
Anuradapura AdministrativeArea3,2001-01-10,205.9069374,-1.985582271,-0.815199462,Moderate Risk
Anuradapura AdministrativeArea1,2001-01-11,86.51602873,-2.350748233,0.943750823,High Risk
Anuradapura AdministrativeArea3,2001-01-12,230.0820753,1.682920568,0.30595027,High Risk
Anuradapura AdministrativeArea4,2001-01-13,155.6687052,-1.844109272,1.444716787,High Risk
Anuradapura AdministrativeArea3,2001-01-14,138.3369648,-1.726086411,-0.087977938,Moderate Risk
Anuradapura AdministrativeArea2,2001-01-15,251.8078229,0.532941296,-1.27941076,Moderate Risk
Anuradapura AdministrativeArea3,2001-01-16,176.5158124,1.583842583,0.538611332,High Risk
Anuradapura AdministrativeArea4,2001-01-17,144.6001403,-1.5519954,-1.396863083,Moderate Risk
Anuradapura AdministrativeArea4,2001-01-18,269.5386789,-1.929038826,1.852579378,High Risk
Anuradapura AdministrativeArea2,2001-01-19,142.062908,-2.113388272,0.813140759,High Risk
Anuradapura AdministrativeArea2,2001-01-20,264.7500707,-2.375767942,1.02528755,High Risk
Anuradapura AdministrativeArea4,2001-01-21,176.0496746,-1.917604251,0.71707377,High Risk
Anuradapura AdministrativeArea1,2001-01-22,102.0017744,2.213459548,-1.60976172,High Risk
Anuradapura AdministrativeArea4,2001-01-23,203.204547,-2.023587437,-0.138800722,Moderate Risk
Anuradapura AdministrativeArea3,2001-01-24,121.3308816,0.48779487,0.605660972,Low Risk
Anuradapura AdministrativeArea2,2001-01-25,86.78878304,2.104831945,-1.082576508,Moderate Risk
Anuradapura AdministrativeArea1,2001-01-26,71.63234285,0.639100704,0.718008428,Low Risk
Anuradapura AdministrativeArea4,2001-01-27,110.4243339,-2.336271227,1.279541901,High Risk
Anuradapura AdministrativeArea2,2001-01-28,234.1386605,0.482069036,-0.900280082,Moderate Risk
Anuradapura AdministrativeArea3,2001-01-29,259.4998056,2.015326534,-1.201586799,Moderate Risk
Anuradapura AdministrativeArea1,2001-01-30,265.4302115,-0.887204825,1.532639912,Moderate Risk
Anuradapura AdministrativeArea1,2001-01-31,117.5370684,-0.931860352,-1.979222029,Moderate Risk
Anuradapura AdministrativeArea1,2001-02-01,215.2432332,-1.255682056,-0.977011806,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-02,107.588515,0.027722935,-0.373078407,Moderate Risk
Anuradapura AdministrativeArea2,2001-02-03,205.6905285,-1.310285769,0.689038875,Moderate Risk
Anuradapura AdministrativeArea4,2001-02-04,271.8027483,1.118943857,1.988253978,High Risk
Anuradapura AdministrativeArea2,2001-02-05,60.22342065,0.724308737,-0.51672642,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-06,296.3064169,-0.496131923,1.795234904,Moderate Risk
Anuradapura AdministrativeArea2,2001-02-07,256.7719694,1.112775289,-0.532902871,Moderate Risk
Anuradapura AdministrativeArea1,2001-02-08,240.4155291,-2.007518468,0.782117027,High Risk
Anuradapura AdministrativeArea4,2001-02-09,222.8407234,1.247642017,-1.338531931,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-10,242.5684722,0.514540908,-0.158368566,Moderate Risk
Anuradapura AdministrativeArea1,2001-02-11,298.648839,0.650414378,1.485094075,Low Risk
Anuradapura AdministrativeArea2,2001-02-12,242.5478243,-2.176681499,-0.72002248,Moderate Risk
Anuradapura AdministrativeArea1,2001-02-13,137.9001962,0.590675059,-1.579189605,High Risk
Anuradapura AdministrativeArea2,2001-02-14,203.4804632,-0.029389881,0.090853343,Moderate Risk
Anuradapura AdministrativeArea2,2001-02-15,134.230754,-0.070687488,-0.241861255,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-16,292.5163608,-0.890733001,-1.08184148,Moderate Risk
Anuradapura AdministrativeArea2,2001-02-17,275.0349332,-2.461930583,1.622460905,High Risk
Anuradapura AdministrativeArea1,2001-02-18,191.9050569,-0.386813,0.406746953,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-19,245.3184386,-0.495418879,-0.611305513,Moderate Risk
Anuradapura AdministrativeArea4,2001-02-20,277.4217357,-0.385972963,1.984524956,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-21,110.9000659,0.559970033,-1.449735187,Moderate Risk
Anuradapura AdministrativeArea1,2001-02-22,194.8704642,-1.000468929,1.39180605,Moderate Risk
Anuradapura AdministrativeArea2,2001-02-23,170.4290798,-1.153082754,-1.077500257,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-24,242.8978387,-0.011093603,-1.041972568,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-25,144.7706303,0.46158838,-0.007351207,Moderate Risk
Anuradapura AdministrativeArea3,2001-02-26,227.2449099,0.336642133,0.647767879,Low Risk
Anuradapura AdministrativeArea1,2001-02-27,150.7482723,1.908208671,0.76185239,High Risk
Anuradapura AdministrativeArea2,2001-02-28,77.76871616,1.345720292,-1.911489456,High Risk
Anuradapura AdministrativeArea4,2001-03-01,76.7803579,-2.239050518,-0.852568187,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-02,79.76408114,0.317377076,0.642416301,Low Risk
Anuradapura AdministrativeArea2,2001-03-03,58.12996898,-0.410928953,1.558939175,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-04,183.2432929,-0.694743533,0.679563554,Moderate Risk
Anuradapura AdministrativeArea2,2001-03-05,217.9756705,2.289479531,-0.936474741,Moderate Risk
Anuradapura AdministrativeArea3,2001-03-06,81.68210046,-0.216021087,0.031090996,Moderate Risk
Anuradapura AdministrativeArea3,2001-03-07,202.9645001,1.097174475,0.590305675,Low Risk
Anuradapura AdministrativeArea1,2001-03-08,199.4350196,2.33543485,-1.458642596,Moderate Risk
Anuradapura AdministrativeArea3,2001-03-09,86.77351285,-1.74499932,0.179627613,High Risk
Anuradapura AdministrativeArea1,2001-03-10,151.02065,-2.226918689,-0.113335088,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-11,238.7839274,-0.931898853,-0.653407861,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-12,54.18900639,-2.277778673,0.494150673,High Risk
Anuradapura AdministrativeArea3,2001-03-13,86.73697097,-1.916176944,0.544865172,High Risk
Anuradapura AdministrativeArea2,2001-03-14,298.9570936,2.458549113,1.885879624,No Risk
Anuradapura AdministrativeArea4,2001-03-15,233.3862243,2.300894524,-0.28677921,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-16,166.0325698,0.956463295,0.125068622,Low Risk
Anuradapura AdministrativeArea4,2001-03-17,207.450353,1.264934998,-1.369989676,Moderate Risk
Anuradapura AdministrativeArea2,2001-03-18,261.5552426,-1.797539612,0.193449356,High Risk
Anuradapura AdministrativeArea3,2001-03-19,260.5761464,0.47617788,-1.855656203,High Risk
Anuradapura AdministrativeArea1,2001-03-20,131.1753589,-1.727936278,-1.400489702,Moderate Risk
Anuradapura AdministrativeArea2,2001-03-21,172.8228556,-0.608069219,-1.315012786,Moderate Risk
Anuradapura AdministrativeArea2,2001-03-22,209.5137741,-0.773274873,0.53055647,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-23,67.97422913,0.569802306,0.269178563,Low Risk
Anuradapura AdministrativeArea1,2001-03-24,286.4491498,-2.101534456,1.192147828,High Risk
Anuradapura AdministrativeArea2,2001-03-25,158.1854564,-1.98268965,-0.142402273,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-26,142.7155818,0.549659621,-0.100575053,Moderate Risk
Anuradapura AdministrativeArea2,2001-03-27,276.7750904,0.680588285,-1.353775872,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-28,79.57166219,-0.800587874,0.970805719,Moderate Risk
Anuradapura AdministrativeArea1,2001-03-29,59.81519935,-1.765644361,-1.985388297,High Risk
Anuradapura AdministrativeArea1,2001-03-30,221.2506031,1.930399579,-0.300436507,Moderate Risk
Anuradapura AdministrativeArea4,2001-03-31,146.250742,-2.235256011,-1.246699635,Moderate Risk
Anuradapura AdministrativeArea3,2001-04-01,241.1189522,1.086877588,1.084039698,Low Risk
Anuradapura AdministrativeArea2,2001-04-02,67.13615288,-1.799776409,0.693565443,High Risk
Anuradapura AdministrativeArea3,2001-04-03,145.9392859,0.686869542,0.827074839,Low Risk
Anuradapura AdministrativeArea2,2001-04-04,108.831303,0.818279235,-1.405688457,Moderate Risk
Anuradapura AdministrativeArea1,2001-04-05,234.9016332,1.521298185,0.675256295,High Risk
Anuradapura AdministrativeArea2,2001-04-06,106.7925276,-0.524874589,0.763574839,Moderate Risk
Anuradapura AdministrativeArea4,2001-04-07,164.4863337,-2.391017659,-1.989451661,High Risk
Anuradapura AdministrativeArea4,2001-04-08,254.7193878,1.55524693,-0.729596564,Moderate Risk
Anuradapura AdministrativeArea4,2001-04-09,278.8476339,-0.279659903,-1.650847275,Moderate Risk
Anuradapura AdministrativeArea3,2001-04-10,230.6514484,1.735449098,0.72557693,High Risk
Anuradapura AdministrativeArea1,2001-04-11,157.3071029,1.379924748,-1.151565321,Moderate Risk
Anuradapura AdministrativeArea1,2001-04-12,192.9964687,-0.008465894,-0.941362739,Moderate Risk
Anuradapura AdministrativeArea1,2001-04-13,222.4224868,2.496997045,-1.686683698,High Risk
Anuradapura AdministrativeArea4,2001-04-14,268.7331566,-0.189624615,-0.064773339,Moderate Risk
Anuradapura AdministrativeArea1,2001-04-15,272.1434962,0.9825231,-1.867868762,High Risk
Anuradapura AdministrativeArea3,2001-04-16,282.7423729,0.8490191,1.382368852,Low Risk
Anuradapura AdministrativeArea3,2001-04-17,252.6777747,0.090333575,-1.89453584,High Risk
Anuradapura AdministrativeArea3,2001-04-18,86.69948399,0.426751445,-1.753441223,High Risk
Anuradapura AdministrativeArea4,2001-04-19,236.9098833,1.493043809,0.561626533,Low Risk
Anuradapura AdministrativeArea2,2001-04-20,253.6480934,0.358066339,1.667734092,High Risk
Anuradapura AdministrativeArea1,2001-04-21,269.4678569,-0.249258474,1.568484539,Moderate Risk
Anuradapura AdministrativeArea3,2001-04-22,281.2042237,0.810412373,-1.665477956,High Risk
Anuradapura AdministrativeArea2,2001-04-23,177.2899534,-2.322454823,-0.846213113,Moderate Risk
Anuradapura AdministrativeArea2,2001-04-24,213.7731738,-1.954030625,0.084147427,High Risk
Anuradapura AdministrativeArea3,2001-04-25,52.38819415,-1.8728681,-1.893505045,High Risk
Anuradapura AdministrativeArea3,2001-04-26,193.1958919,-0.371161682,0.114570462,Moderate Risk
Anuradapura AdministrativeArea1,2001-04-27,168.2995953,1.858876199,-0.208937437,Moderate Risk
Anuradapura AdministrativeArea1,2001-04-28,290.5765112,0.716472989,0.353643982,Low Risk
Anuradapura AdministrativeArea2,2001-04-29,275.4273247,2.363092394,1.681259534,No Risk
Anuradapura AdministrativeArea2,2001-04-30,249.4009824,-2.300295153,-0.901522777,Moderate Risk
Anuradapura AdministrativeArea2,2001-05-01,64.24854613,1.110035224,0.556386174,Low Risk
Anuradapura AdministrativeArea4,2001-05-02,150.5072106,-0.928992213,-0.280670656,Moderate Risk
Anuradapura AdministrativeArea2,2001-05-03,224.0105555,-2.383572818,-0.259485103,Moderate Risk
